temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,temperatureMaxTime,day
15.57,208,10.13,0.36,2.45,1009.46,15.57,12.68,0.84,7.33,15.57,1,8.88,9.68,15.57,9.01,0.21,2011-11-01 15:00,2011-11-01
15.19,134,10.23,0.39,4.39,1004.79,15.06,11.83,0.87,13.99,15.19,1,13.99,8.88,15.06,7.33,0.24,2011-11-02 23:00,2011-11-02
17.41,154,13.39,0.52,3.99,993.4,17.41,12.15,0.89,12.52,17.41,1,12.52,12.79,17.41,12.79,0.27,2011-11-03 14:00,2011-11-03
15.54,179,12.03,0.5,2.62,995.54,15.54,10.69,0.91,10.17,15.54,1,10.17,11.53,15.54,11.53,0.31,2011-11-04 11:00,2011-11-04
13.94,346,10.96,0.65,2.7,1007.39,13.94,4.6,0.92,7.03,13.94,1,9.46,10.17,13.94,10.17,0.34,2011-11-05 15:00,2011-11-05
11.85,1,7.48,0.77,4.77,1021.96,11.85,11.76,0.81,10.17,11.85,1,10.17,9.46,11.85,7.03,0.37,2011-11-06 14:00,2011-11-06
12.78,26,9.59,0.82,3.9,1020.81,12.78,5.89,0.89,7.85,12.78,1,9.67,10.17,12.78,10.17,0.4,2011-11-07 13:00,2011-11-07
11.31,101,9.12,0.83,2.4,1014.61,10.57,4.31,0.92,9.11,11.31,1,9.73,9.37,10.57,7.85,0.43,2011-11-08 0:00,2011-11-08
15,143,10.09,0.57,2.74,1015.59,15,9.85,0.9,10.26,15,1,10.26,10.1,15,10.1,0.46,2011-11-09 13:00,2011-11-09
13.71,98,10.44,0.34,2.66,1017.41,13.71,6.41,0.92,6.48,13.71,1,8.85,10.26,13.71,10.26,0.49,2011-11-10 15:00,2011-11-10
11.96,123,9.4,0.79,3.88,1016.08,10.87,3.3,0.95,10.87,11.96,1,10.87,8.85,10.87,6.48,0.52,2011-11-11 23:00,2011-11-11
15.26,122,12.19,0.78,2.5,1024.77,15.26,4.83,0.93,10.76,15.26,1,10.76,11.56,15.26,11.56,0.55,2011-11-12 13:00,2011-11-12
15.32,90,10.49,0.56,3.81,1027.73,15.32,5.15,0.9,6.47,15.32,1,8.16,10.23,15.32,10.23,0.58,2011-11-13 12:00,2011-11-13
10.18,93,8.38,0.86,3.34,1023.29,7.97,3.19,0.95,6.06,10.18,1,8.41,8.16,9.68,6.34,0.61,2011-11-14 0:00,2011-11-14
11.36,82,6.67,0.63,3.42,1018.53,11.36,5.39,0.87,2.93,11.36,1,5.19,5.88,11.36,3.55,0.65,2011-11-15 13:00,2011-11-15
8.32,117,5.58,0.81,2.36,1017.4,6.64,3.69,0.93,4.68,7.14,1,6.93,5.19,8.18,2.93,0.68,2011-11-16 23:00,2011-11-16
14.44,190,8.83,0.52,2.23,1018.32,14.44,8.1,0.88,7.54,14.44,1,9.06,8.54,14.44,7.54,0.71,2011-11-17 13:00,2011-11-17
14.64,168,9.06,0.37,3.15,1017.97,14.64,12.55,0.87,5.98,14.64,1,7.78,8.64,14.64,7.01,0.75,2011-11-18 11:00,2011-11-18
13.19,117,8.12,0.26,2.37,1016.8,13.19,6.63,0.92,4.76,13.19,1,4.76,7.48,13.19,5.98,0.79,2011-11-19 14:00,2011-11-19
9.71,115,6.62,0.41,1.24,1018.82,9.54,2.64,0.96,5.95,9.54,1,7.1,4.76,9.71,4.76,0.82,2011-11-20 14:00,2011-11-20
10.69,103,8.23,0.7,2.62,1015.07,10.69,2.82,0.95,7.99,10.69,1,9.39,7.1,10.69,5.95,0.86,2011-11-21 13:00,2011-11-21
12.93,348,9.97,0.78,0.35,1018.38,12.93,3.35,0.94,2.18,12.93,1,3.81,9.19,12.93,8.95,0.9,2011-11-22 14:00,2011-11-22
10.36,229,6.29,0.36,2.04,1027.12,10.36,8.06,0.93,6.56,10.36,1,8.24,3.81,10.36,2.18,0.94,2011-11-23 14:00,2011-11-23
12.93,204,8.56,0.41,4.04,1027.22,12.93,10.64,0.89,7.3,12.93,1,9.71,8.56,12.93,7.01,0.97,2011-11-24 12:00,2011-11-24
13.03,243,7.24,0.48,5.02,1024.47,12.27,12.38,0.79,4.69,13.03,1,7.01,7.46,12.27,4.84,0.01,2011-11-25 5:00,2011-11-25
12.96,237,6.96,0.44,5.75,1025.8,12.96,13.07,0.81,11.59,12.96,1,11.59,7.01,12.96,4.69,0.05,2011-11-26 14:00,2011-11-26
13.54,256,5.76,0.42,5.48,1021.11,13.54,13.08,0.72,1.31,13.54,1,1.31,4.47,13.54,2.94,0.08,2011-11-27 10:00,2011-11-27
12.58,190,4.39,0.56,2.34,1022.8,10.27,11.84,0.86,10.27,12.58,1,10.27,1.31,10.27,1.31,0.12,2011-11-28 23:00,2011-11-28
13.47,213,8.61,0.6,6.48,1009.7,13.47,12.57,0.82,3.34,13.47,1,6.34,6.37,13.47,3.39,0.15,2011-11-29 14:00,2011-11-29
11.87,205,5.26,0.31,4.43,1019.43,11.87,13.05,0.78,6.23,11.87,1,9.44,6.34,11.87,3.34,0.19,2011-11-30 12:00,2011-11-30
12.15,225,6.87,0.57,2.57,1007.12,12.15,12.15,0.82,0.46,12.15,1,2.56,6.08,12.15,5.29,0.22,2011-12-01 7:00,2011-12-01
8.07,232,3.69,0.32,3,1012.12,5.33,11.89,0.87,3.26,5.33,1,6.33,2.56,7.36,0.46,0.25,2011-12-02 23:00,2011-12-02
11.42,247,6.58,0.54,5.42,1003.55,11.42,12.7,0.79,4.9,11.42,1,7.53,8.12,11.42,4.71,0.28,2011-12-03 10:00,2011-12-03
9.11,254,4.87,0.36,4.31,1001.15,6.66,13.36,0.82,-1.69,6.66,1,2.81,4.69,9.11,1.03,0.31,2011-12-04 13:00,2011-12-04
6.87,254,0.84,0.2,5.57,1006.01,3.13,13,0.77,-1.61,3.13,1,2.68,2.81,6.87,-1.69,0.34,2011-12-05 13:00,2011-12-05
6.91,245,2.15,0.34,4.79,1007.32,3.77,13.15,0.83,1.9,3.77,1,5.16,2.68,6.91,-1.61,0.37,2011-12-06 14:00,2011-12-06
9.02,263,1.79,0.29,7.06,1008.76,4.98,13.12,0.68,0.63,5.14,1,4.27,4.91,9.02,0.94,0.4,2011-12-07 12:00,2011-12-07
12.89,234,5.96,0.53,7.01,1010.84,12.89,12.59,0.81,-0.37,12.89,1,3.76,4.27,12.89,0.63,0.43,2011-12-08 18:00,2011-12-08
7.68,255,0.41,0.15,5.65,1010.6,3.99,12.83,0.71,-3.42,3.99,1,-0.13,2.03,7.68,-1.42,0.46,2011-12-09 13:00,2011-12-09
6.08,247,-0.34,0.17,3.08,1015.58,3.14,12.83,0.81,0.11,3.14,1,2.48,-0.13,6.08,-3.42,0.49,2011-12-10 12:00,2011-12-10
8.59,198,4.49,0.56,3.94,1007.71,5.62,12.09,0.88,-0.64,5.72,1,3.09,2.48,8.59,0.11,0.53,2011-12-11 14:00,2011-12-11
9.82,221,4.1,0.38,5.02,1002.47,5.18,12.05,0.84,2.71,5.94,1,6.88,3.09,8.53,-0.64,0.56,2011-12-12 23:00,2011-12-12
12.08,233,3.62,0.42,7.44,990.27,4.51,12.55,0.75,0.22,12.08,1,4.16,4.54,8.48,0.22,0.59,2011-12-13 2:00,2011-12-13
5.92,228,1.68,0.36,4.48,994.48,1.77,13.2,0.79,1.07,2.88,1,4.08,4.14,5.81,0.78,0.63,2011-12-14 2:00,2011-12-14
7.97,234,2.41,0.42,4.71,996.75,4.25,12.79,0.77,-2.58,4.38,1,1.8,4.08,7.97,1.07,0.66,2011-12-15 14:00,2011-12-15
4.68,315,1.6,0.7,3.71,988.1,0.23,10.96,0.88,-3.56,0.99,1,0.24,1.8,4.53,-2.65,0.7,2011-12-16 0:00,2011-12-16
5.35,285,0.96,0.37,3.99,1008.46,1.72,11.64,0.86,-4.12,1.72,1,-0.01,0.24,5.35,-3.56,0.73,2011-12-17 14:00,2011-12-17
5.49,289,-0.31,0.22,3.6,1016.37,1.98,13.04,0.84,-3.67,1.98,1,-0.84,-0.56,5.49,-4.12,0.77,2011-12-18 14:00,2011-12-18
6.64,235,2.45,0.47,2.7,1014.39,4.02,10.43,0.94,2.27,4.02,1,5.83,-0.84,6.64,-3.67,0.81,2011-12-19 19:00,2011-12-19
8.26,279,3.64,0.48,4.25,1015.09,4.98,12.89,0.81,3.53,4.98,1,5.93,5.66,8.26,1.68,0.85,2011-12-20 12:00,2011-12-20
12.14,266,8.6,0.67,2.9,1017.91,12.14,9.41,0.94,5.37,12.14,0,8.08,5.93,12.14,3.84,0.88,2011-12-21 15:00,2011-12-21
12.14,257,8.07,0.38,4.31,1024.71,12.14,12.99,0.87,10.35,12.14,1,10.35,8.08,12.14,5.37,0.92,2011-12-22 14:00,2011-12-22
11.44,247,7.08,0.74,4.85,1017.67,11.21,12.36,0.85,-0.51,11.44,0,3.17,5.28,11.21,0.99,0.96,2011-12-23 4:00,2011-12-23
8.22,252,2.79,0.37,4.46,1028.17,5.02,13.16,0.8,4.37,5.32,1,7.45,3.17,7.93,-0.51,0.99,2011-12-24 23:00,2011-12-24
11.98,237,7.9,0.88,5.81,1028.45,11.54,13.99,0.83,11.52,11.98,0,11.52,8.67,11.54,5.93,0.03,2011-12-25 23:00,2011-12-25
12.91,236,8.88,0.81,5.44,1033.14,12.91,13.23,0.84,6.91,12.91,1,9.79,9.82,12.91,6.91,0.07,2011-12-26 13:00,2011-12-26
10.33,225,5.47,0.85,3.54,1032.76,10.33,13.39,0.74,5.52,10.33,0,8.03,8.03,10.33,5.59,0.1,2011-12-27 2:00,2011-12-27
11.19,239,4.89,0.46,6.02,1021.31,11.19,12.83,0.77,0.98,11.19,1,5.31,5.95,11.19,1.84,0.13,2011-12-28 11:00,2011-12-28
9.58,258,3.3,0.45,6.83,1020.47,6.46,13.13,0.76,1.71,6.46,1,5.33,5.31,9.58,0.98,0.17,2011-12-29 16:00,2011-12-29
10.27,260,4.12,0.56,3.71,1016.85,4.92,11.06,0.84,4.06,10.27,1,6.77,5.33,6.99,1.71,0.2,2011-12-30 23:00,2011-12-30
12.57,250,9.87,0.76,5.46,1010.02,12.17,13.33,0.89,11.9,12.57,0,11.9,10.66,12.17,10.66,0.23,2011-12-31 21:00,2011-12-31
12.59,227,9.45,0.58,4.92,1004.82,12.56,12.33,0.9,1.65,12.59,1,5.18,7.71,12.56,4.86,0.26,2012-01-01 1:00,2012-01-01
7.57,237,2.8,0.21,4.81,1008.49,4.04,13.23,0.81,1.27,4.8,1,4.69,4.69,7.57,0.87,0.29,2012-01-02 14:00,2012-01-02
12.41,234,5.73,0.48,8.47,1003.23,12.41,10.8,0.82,0.79,12.41,1,5.27,5.96,12.41,1.73,0.32,2012-01-03 11:00,2012-01-03
9.33,253,3.38,0.49,7.98,1014.07,4.36,12.62,0.78,3.84,4.77,1,8.16,5.27,8.21,0.79,0.35,2012-01-04 23:00,2012-01-04
11.46,283,4.28,0.47,9.49,1004.74,11.04,12.92,0.7,1.64,11.46,1,4.4,7.34,11.04,3.67,0.38,2012-01-05 5:00,2012-01-05
9.18,274,3.39,0.45,3.93,1023.65,5.74,12.96,0.78,5.13,6.13,1,8.08,4.4,8.08,1.64,0.41,2012-01-06 23:00,2012-01-06
10.34,274,4.47,0.6,5.65,1021.72,10.2,13.45,0.72,4.72,10.34,1,7.6,7.6,10.2,4.72,0.44,2012-01-07 3:00,2012-01-07
9.62,275,4.46,0.73,3.56,1026.57,8.09,13.13,0.75,5.51,8.09,1,7.74,8.12,9.62,5.52,0.47,2012-01-08 15:00,2012-01-08
12.33,256,7.61,0.68,4.05,1029.61,12.33,12.47,0.84,7.25,12.33,1,9.16,7.74,12.33,5.51,0.51,2012-01-09 14:00,2012-01-09
11.29,246,7.92,0.72,3.76,1033.21,11.29,12.42,0.87,4.79,11.29,1,7.1,9.16,11.29,7.25,0.54,2012-01-10 14:00,2012-01-10
11.19,248,6.53,0.53,3.98,1032.94,11.19,13.05,0.84,4.18,11.19,1,7.48,7.1,11.19,4.79,0.57,2012-01-11 12:00,2012-01-11
12.4,265,5.51,0.46,4.35,1027.85,12.4,13.12,0.81,0.08,12.4,1,2.34,5.08,12.4,2.86,0.61,2012-01-12 13:00,2012-01-12
6.41,328,1.34,0.16,1.61,1032.84,4.61,11.83,0.83,-1.79,4.61,1,-1.79,1.2,6.41,0.08,0.64,2012-01-13 14:00,2012-01-13
6.01,86,-0.3,0.14,0.99,1030.1,5.77,10.54,0.86,-1.38,5.77,1,1.16,-1.79,6.01,-1.79,0.68,2012-01-14 14:00,2012-01-14
6.27,105,-0.41,0.32,3.03,1024.8,2.97,12.33,0.78,-1.97,2.97,1,0.83,1.16,6.27,-1.38,0.72,2012-01-15 14:00,2012-01-15
6.56,97,-1.64,0.23,2.45,1025.48,4.18,10.98,0.74,-3.24,4.18,1,-1.45,0.83,6.56,-1.97,0.76,2012-01-16 14:00,2012-01-16
5.79,171,-0.09,0.34,1.43,1027.71,5.21,10.61,0.83,1.61,5.21,1,3.58,-1.45,5.79,-3.24,0.79,2012-01-17 14:00,2012-01-17
11.92,224,8.14,0.76,4.2,1023.93,11.92,6.28,0.93,10.48,11.92,1,10.48,4.51,11.92,2.05,0.83,2012-01-18 18:00,2012-01-18
11.51,261,7.16,0.56,5.23,1018.64,11.5,11.33,0.85,0.73,11.51,1,4.91,6.91,11.5,3.28,0.87,2012-01-19 6:00,2012-01-19
10.05,266,4.23,0.47,6.18,1019.26,10.05,12.99,0.78,5.85,10.05,1,8.68,4.91,10.05,0.73,0.9,2012-01-20 15:00,2012-01-20
12.35,270,5.84,0.59,7.17,1012.5,12.35,13.36,0.75,2.14,12.35,1,6,7.61,12.35,4.21,0.94,2012-01-21 11:00,2012-01-21
11.8,274,2.65,0.37,5.93,1014.29,11.8,13.15,0.68,2,11.8,1,4.86,6,11.8,2.14,0.98,2012-01-22 14:00,2012-01-22
8.4,273,2.57,0.36,3.89,1018.88,5.67,13.04,0.78,-1.04,5.67,1,1.94,3.46,8.4,0.91,0.02,2012-01-23 15:00,2012-01-23
9.77,228,5.17,0.6,2.13,1019.33,8.01,7.92,0.95,6.79,8.56,1,8.63,1.94,9.31,-1.04,0.05,2012-01-24 20:00,2012-01-24
9.76,216,7.59,0.81,3.56,1015.27,7.82,10.38,0.9,4.17,8.59,1,6.55,8.59,9.72,5.72,0.08,2012-01-25 3:00,2012-01-25
9.54,214,4.04,0.51,4.51,1009.15,5.55,12.71,0.8,-0.42,6.9,1,2.93,3.15,8.77,-0.23,0.11,2012-01-26 4:00,2012-01-26
8.68,239,1.44,0.25,3.33,1019.12,6.15,13,0.78,1.08,6.15,1,3.51,2.93,8.68,-0.42,0.14,2012-01-27 14:00,2012-01-27
6.46,359,2.25,0.57,2.56,1027.99,4.04,11.51,0.86,0.18,4.04,1,1.87,3.27,6.46,1.08,0.17,2012-01-28 16:00,2012-01-28
4.5,45,1.43,0.77,1.62,1030.78,2.68,6.73,0.89,-0.24,2.68,1,1.24,1.87,4.5,-0.24,0.2,2012-01-29 14:00,2012-01-29
3.98,28,-0.85,0.55,1.54,1026.05,1.94,9.29,0.79,-2.4,2.42,1,-0.54,1.24,3.98,0.03,0.23,2012-01-30 14:00,2012-01-30
2.13,45,-1.22,0.55,2.36,1026.13,1.13,5.62,0.84,-4.98,1.13,1,-0.51,-0.54,2.12,-2.95,0.26,2012-01-31 0:00,2012-01-31
3.36,53,-4.69,0.36,5.45,1032.32,-1.86,11.41,0.67,-6.49,-1.86,1,-1.66,-0.92,3.36,-5.98,0.29,2012-02-01 14:00,2012-02-01
1.41,47,-7.84,0.29,4.71,1035.76,-3.78,13.05,0.59,-5.97,-3.78,1,-2.19,-1.76,1.41,-6.49,0.32,2012-02-02 13:00,2012-02-02
1.54,348,-6.19,0.36,2.2,1039.19,-1.67,12.89,0.67,-4.71,-1.67,1,-3.27,-2.19,1.54,-5.77,0.35,2012-02-03 14:00,2012-02-03
0.79,163,-4.19,0.58,2.13,1036.05,-2.96,8.64,0.8,-5.9,-2.32,1,-0.81,-3.27,0.79,-5.9,0.38,2012-02-04 15:00,2012-02-04
1.81,168,0.28,0.85,0.93,1027.42,1.81,4.18,0.96,1.39,1.81,1,1.39,-0.12,1.81,-4.68,0.42,2012-02-05 15:00,2012-02-05
4.08,94,1.11,0.79,0.56,1033.06,4.08,3.28,0.92,-1.81,4.08,1,1.06,1.39,4.08,0.15,0.45,2012-02-06 14:00,2012-02-06
2.63,66,-3.58,0.58,2.66,1039.95,-0.76,8.92,0.75,-7.99,1.92,1,-2.83,-2.83,2.63,-7.99,0.48,2012-02-07 13:00,2012-02-07
0.73,39,-3.72,0.89,3.92,1040.92,-3.49,12.55,0.78,-4.23,-3.19,1,-0.94,-2.1,0.73,-6.87,0.52,2012-02-08 15:00,2012-02-08
1.79,50,-2.67,0.75,0.84,1039.26,1.79,9.75,0.81,-3.09,1.79,1,-0.75,-0.96,1.79,-3.7,0.56,2012-02-09 14:00,2012-02-09
1.21,104,-3.39,0.47,2.13,1038.18,-2.22,8.38,0.81,-5.64,-0.54,1,-5.64,-2.96,1.21,-5.24,0.59,2012-02-10 14:00,2012-02-10
1.93,19,-5.69,0.04,0.92,1036.81,1.93,6.98,0.78,-6.26,1.93,1,-4.46,-5.64,1.93,-5.64,0.63,2012-02-11 14:00,2012-02-11
4.84,307,-1.04,0.59,1.78,1034.52,2.21,4.91,0.88,-1.33,2.73,1,1.09,-4.46,4.84,-6.26,0.67,2012-02-12 16:00,2012-02-12
6.58,304,2.69,0.65,3.23,1027.34,3.42,7.79,0.9,1.06,3.42,1,4.54,1.09,6.58,-1.33,0.7,2012-02-13 13:00,2012-02-13
8.42,325,2.39,0.57,4.34,1024.57,5.84,12.73,0.76,3.46,5.84,1,6.88,4.54,8.42,1.06,0.74,2012-02-14 16:00,2012-02-14
10.61,317,4.01,0.59,5.39,1025.18,10.61,13.13,0.73,3.44,10.61,1,5.47,6.93,10.61,3.46,0.78,2012-02-15 13:00,2012-02-15
10.61,284,3.44,0.51,3.42,1027.4,10.61,13.26,0.74,4.9,10.61,1,7.13,5.47,10.61,3.44,0.82,2012-02-16 14:00,2012-02-16
11.83,251,6.82,0.59,3.64,1023.17,11.83,12.1,0.84,4.83,11.83,1,8.17,7.13,11.83,4.96,0.85,2012-02-17 16:00,2012-02-17
10.76,249,4.27,0.53,5.95,1012.6,10.76,12.92,0.79,-1.92,10.76,1,2.04,3.2,10.76,-1.07,0.89,2012-02-18 12:00,2012-02-18
6.35,304,-2.96,0.17,3.81,1024.14,3.63,13.1,0.64,-4.67,3.63,1,-1.9,0.62,6.35,-1.92,0.92,2012-02-19 14:00,2012-02-19
8.44,224,-1.73,0.33,3.42,1032.06,5.37,12.92,0.7,2.39,5.37,1,5.69,-1.9,8.44,-4.67,0.96,2012-02-20 15:00,2012-02-20
11.65,237,4.36,0.66,4.83,1028.85,11.65,13.37,0.76,3.94,11.65,1,7.48,5.72,11.65,2.74,0.98,2012-02-21 15:00,2012-02-21
10.47,222,6.12,0.78,6.68,1024.07,6.14,12.07,0.84,5.48,10.47,1,9.13,7.48,9.68,3.94,0.03,2012-02-22 23:00,2012-02-22
16.98,256,10.29,0.5,4.73,1022.96,16.98,12.38,0.84,7.01,16.98,1,9.55,10.34,16.98,10.34,0.06,2012-02-23 15:00,2012-02-23
14.43,258,8.44,0.6,4.35,1027.25,14.43,12.21,0.83,6.29,14.43,1,7.72,9.55,14.43,7.01,0.09,2012-02-24 14:00,2012-02-24
12.11,310,3.28,0.51,2.18,1027.58,12.11,12.83,0.67,1.82,12.11,2,3.26,6.97,12.11,5.93,0.12,2012-02-25 15:00,2012-02-25
12.67,260,3.37,0.28,1.43,1028.24,12.67,12.36,0.74,3.69,12.67,2,6.27,3.26,12.67,1.82,0.15,2012-02-26 15:00,2012-02-26
11.15,247,6.44,0.67,3.68,1024.91,11.15,11.09,0.85,8.12,11.15,1,9.73,6.27,11.15,3.69,0.18,2012-02-27 18:00,2012-02-27
13.86,257,8.89,0.66,2.71,1023.97,13.86,8.71,0.86,8.25,13.86,2,9.61,9.73,13.86,8.12,0.21,2012-02-28 15:00,2012-02-28
12.74,228,8.31,0.54,2.47,1024.65,12.74,7.77,0.85,6.16,12.74,1,6.49,9.61,12.74,8.36,0.24,2012-02-29 15:00,2012-02-29
15.11,289,6.67,0.11,1.03,1026.15,15.11,6.08,0.8,4.77,15.11,2,5.69,6.49,15.11,6.16,0.27,2012-03-01 15:00,2012-03-01
8.39,84,5.9,0.66,2.11,1025.57,6.55,2.9,0.91,5.07,8.23,2,7.06,5.69,8.39,4.77,0.3,2012-03-02 15:00,2012-03-02
14.29,206,6.42,0.55,3.5,1018.94,14.29,7.44,0.82,5.29,14.29,2,6.92,7.06,14.29,5.29,0.33,2012-03-03 15:00,2012-03-03
9.32,270,4.87,0.65,2.19,1016.56,7.01,10.36,0.9,-1.21,7.01,1,4.04,3.92,9.32,-0.88,0.36,2012-03-04 12:00,2012-03-04
9.37,318,-0.17,0.48,8.01,1021.21,5.56,13.07,0.64,-0.25,5.56,2,3.74,4.04,9.37,-1.21,0.4,2012-03-05 15:00,2012-03-05
7.22,317,1.63,0.55,1.93,1025.17,7.22,12.55,0.78,1.81,7.22,2,4.68,3.74,7.22,-0.25,0.43,2012-03-06 16:00,2012-03-06
10.75,242,3.86,0.46,4.26,1017.5,10.75,11.8,0.78,-0.33,10.75,2,3.26,5.14,10.75,1.87,0.46,2012-03-07 13:00,2012-03-07
12.03,275,1.64,0.29,3.54,1030.58,12.03,12.96,0.68,4.48,12.03,2,6.74,3.26,12.03,-0.33,0.49,2012-03-08 14:00,2012-03-08
10.86,241,5.51,0.64,4.01,1034.68,10.86,13.02,0.78,6.66,10.86,2,8.74,6.74,10.86,4.48,0.54,2012-03-09 17:00,2012-03-09
15.39,279,8.37,0.53,3.15,1036.42,15.39,11.17,0.81,6.04,15.39,2,6.82,8.74,15.39,6.66,0.58,2012-03-10 15:00,2012-03-10
15.55,304,7.37,0.38,1.25,1036.86,15.55,10.59,0.81,4.46,15.55,2,5.43,6.82,15.55,6.04,0.61,2012-03-11 16:00,2012-03-11
13.86,355,6.53,0.41,1.02,1035,13.86,4.76,0.87,6.4,13.86,2,6.4,5.43,13.86,4.46,0.65,2012-03-12 15:00,2012-03-12
10.89,73,5.45,0.79,1.55,1034.58,10.89,6.08,0.86,3.37,10.89,2,5.37,6.36,10.89,4.71,0.69,2012-03-13 15:00,2012-03-13
12.41,108,4.08,0.54,2.03,1031.31,12.41,6.61,0.8,1.59,12.41,2,2.82,5.03,12.41,3.37,0.73,2012-03-14 16:00,2012-03-14
16.79,205,5.72,0.32,1.41,1024.51,16.79,3.2,0.82,6.07,16.79,3,8.5,2.82,16.79,1.59,0.76,2012-03-15 15:00,2012-03-15
9.75,234,5.04,0.89,4.2,1018.93,7.32,9.4,0.76,5.11,7.32,2,7.49,8.5,9.75,6.07,0.8,2012-03-16 15:00,2012-03-16
10.75,204,6.99,0.52,3.44,1012.96,10.75,9.3,0.87,1.58,10.75,2,3.98,7.37,10.75,5.11,0.83,2012-03-17 15:00,2012-03-17
9.76,307,3.89,0.38,1.84,1017.33,8.03,11.57,0.82,-0.32,8.03,2,1.69,3.98,9.76,1.58,0.87,2012-03-18 12:00,2012-03-18
13.27,267,1.41,0.17,2.68,1032.01,13.27,11.46,0.68,1.97,13.27,3,4.33,1.69,13.27,-0.32,0.9,2012-03-19 16:00,2012-03-19
14.48,259,4.41,0.34,2.42,1034.75,14.48,13.05,0.72,8.48,14.48,2,8.79,4.33,14.48,1.97,0.94,2012-03-20 16:00,2012-03-20
15.62,70,4.93,0.47,1.87,1034.03,15.62,12.6,0.67,3.51,15.62,3,6.14,7.44,15.62,5.38,0.97,2012-03-21 15:00,2012-03-21
15.81,80,5.28,0.1,3.71,1029.23,15.81,6.63,0.72,6.74,15.81,3,6.74,6.14,15.81,3.51,0.99,2012-03-22 13:00,2012-03-22
19.48,88,7.29,0.07,1.01,1026.63,19.48,5.05,0.74,6.42,19.48,3,6.42,6.74,19.48,6.74,0.03,2012-03-23 16:00,2012-03-23
18.83,83,6.81,0.08,2.12,1028.59,18.83,6.12,0.74,2.47,18.83,3,4.4,6.42,18.83,6.42,0.06,2012-03-24 13:00,2012-03-24
13.79,70,4.69,0.39,2.58,1033.5,13.79,9,0.78,2.4,13.79,3,3.84,4.4,13.79,2.47,0.09,2012-03-25 15:00,2012-03-25
18.18,77,4.3,0.15,2.85,1036.22,18.18,8.16,0.71,4.77,18.18,3,5.32,3.84,18.18,2.4,0.12,2012-03-26 14:00,2012-03-26
18.26,76,1.49,0.14,2.09,1036.33,18.26,11.64,0.53,4.88,18.26,3,4.88,5.32,18.26,4.77,0.15,2012-03-27 14:00,2012-03-27
21.14,9,1.45,0.1,0.82,1032.69,21.14,12.62,0.49,5.82,21.14,3,6.89,4.88,21.14,4.88,0.18,2012-03-28 15:00,2012-03-28
19.16,329,5.11,0.19,1.76,1027.92,19.16,10.85,0.61,6.71,19.16,4,7.81,6.89,19.16,5.82,0.21,2012-03-29 15:00,2012-03-29
17.12,314,6.67,0.16,1.28,1024.2,17.12,7.5,0.71,5.32,17.12,3,7.37,7.81,17.12,6.71,0.24,2012-03-30 15:00,2012-03-30
11.09,15,3.71,0.61,3.31,1019.84,11.09,11.22,0.71,1.12,11.09,3,2.43,6.58,11.09,4.29,0.27,2012-03-31 13:00,2012-03-31
12.88,342,-0.04,0.25,1.15,1020.81,12.88,12.83,0.61,3.98,12.88,3,3.98,2.43,12.88,1.12,0.31,2012-04-01 16:00,2012-04-01
15.04,289,2.18,0.24,1.14,1011.19,15.04,12.46,0.63,5.04,15.04,3,5.04,3.98,15.04,3.98,0.34,2012-04-02 14:00,2012-04-02
12.92,262,4.77,0.31,1.72,1003.25,12.92,11.12,0.75,1.87,12.92,3,3.57,5.04,12.92,5.04,0.38,2012-04-03 15:00,2012-04-03
10.18,100,3.03,0.49,1.03,1006.81,10.18,11.47,0.75,3.26,10.18,3,6.51,3.57,10.18,1.87,0.41,2012-04-04 14:00,2012-04-04
8.92,53,3.06,0.7,4.6,1018.58,6.47,9.64,0.76,-1.43,6.47,3,0.34,4.61,8.92,2.59,0.45,2012-04-05 16:00,2012-04-05
12.28,321,0.39,0.35,2.48,1016.01,12.28,13.05,0.65,6.42,12.28,3,7.92,0.34,12.28,-1.43,0.48,2012-04-06 14:00,2012-04-06
10.48,2,4.36,0.72,2.09,1012.32,10.48,11.64,0.75,4.57,10.48,3,6.52,6.86,10.48,6.42,0.53,2012-04-07 13:00,2012-04-07
13.08,245,6.43,0.72,2.85,1012.36,13.08,10.83,0.81,5.58,13.08,3,8.31,6.52,13.08,4.57,0.56,2012-04-08 16:00,2012-04-08
10.81,222,7.97,0.72,5.9,997.57,10.81,11.15,0.89,2.8,10.81,3,5.94,8.31,10.81,5.58,0.6,2012-04-09 13:00,2012-04-09
12.9,238,3.93,0.37,5,990.03,12.9,13.18,0.7,1.97,12.9,4,3.57,5.94,12.9,2.8,0.64,2012-04-10 14:00,2012-04-10
12.91,250,2.74,0.31,1.67,996.99,12.91,13.1,0.7,2.56,12.91,4,3.68,3.57,12.91,1.97,0.67,2012-04-11 16:00,2012-04-11
12.13,266,4.07,0.32,1.31,1002.96,12.13,12.02,0.77,2.81,12.13,4,3.97,3.68,12.13,2.56,0.71,2012-04-12 15:00,2012-04-12
12.02,9,3.93,0.45,0.65,1005.09,12.02,8.8,0.77,3.66,12.02,4,5.67,3.97,12.02,2.81,0.75,2012-04-13 14:00,2012-04-13
